Date,Months,Year,Product,Brand,Size,Quantity Sold,Unit Price(in Rupees),Margin (%),Profit(in Rupees),Net Profit(in Rupees),Total Revenue(in Rupees),Tax (GST % ),Tax Amount(in Rupees),Net Tax,Stock Availability,Dealer Location
20-03-2023,March,2023,Sandals,Puma,6,39,3943,0.2,789,30756,123023,0.12,473,18453,164,Pune
20-03-2023,March,2023,Sneakers,Liberty,8,30,797,0.4,319,9561,14342,0.12,96,2868,54,Haryana
20-03-2023,March,2023,Sneakers,Bata,8,12,3229,0.3,969,11623,27120,0.12,387,4649,73,Delhi
20-03-2023,March,2023,Flats,Paragon,9,50,1261,0.4,505,25230,37844,0.12,151,7569,193,Pune
21-03-2023,March,2023,Flats,Paragon,8,31,1408,0.4,563,17464,26196,0.12,169,5239,107,Delhi
21-03-2023,March,2023,Heels,Bata,8,45,4070,0.3,1221,54940,128195,0.12,488,21976,171,Pune
21-03-2023,March,2023,Flats,Paragon,8,38,785,0.4,314,11933,17900,0.12,94,3580,106,Mumbai
21-03-2023,March,2023,Sneakers,Bata,8,50,4858,0.3,1457,72866,170020,0.12,583,29146,190,Mumbai
21-03-2023,March,2023,Flats,Bata,10,16,1183,0.3,355,5679,13251,0.12,142,2272,176,Delhi
21-03-2023,March,2023,Sneakers,Paragon,10,36,767,0.4,307,11051,16576,0.12,92,3315,100,Pune
21-03-2023,March,2023,Boots,Nike,8,23,8485,0.15,1273,29272,165873,0.12,1018,23417,136,Delhi
22-03-2023,March,2023,Flats,Bata,6,50,4350,0.3,1305,65248,152245,0.12,522,26099,81,Pune
22-03-2023,March,2023,Flats,Bata,8,47,4825,0.3,1447,68029,158735,0.12,579,27212,177,Delhi
22-03-2023,March,2023,Sneakers,Woodland,10,13,5319,0.2,1064,13830,55321,0.12,638,8298,199,Haryana
22-03-2023,March,2023,Sandals,Woodland,11,21,6151,0.2,1230,25834,103335,0.12,738,15500,82,Delhi
23-03-2023,March,2023,Sandals,Paragon,9,48,2707,0.4,1083,51970,77954,0.12,325,15591,148,Pune
23-03-2023,March,2023,Sandals,Paragon,10,25,1184,0.4,474,11840,17760,0.12,142,3552,93,Mumbai
23-03-2023,March,2023,Sandals,Adidas,7,36,6820,0.15,1023,36829,208698,0.12,818,29463,181,Mumbai
23-03-2023,March,2023,Sandals,Paragon,9,30,2280,0.4,912,27356,41034,0.12,274,8207,105,Pune
24-03-2023,March,2023,Boots,Paragon,10,28,2217,0.4,887,24825,37238,0.12,266,7447,83,Pune
24-03-2023,March,2023,Flats,Paragon,7,42,1856,0.4,742,31185,46777,0.12,223,9356,132,Pune
24-03-2023,March,2023,Flats,Nike,11,32,9747,0.15,1462,46787,265128,0.12,1170,37430,196,Pune
24-03-2023,March,2023,Flats,Paragon,8,44,1215,0.4,486,21381,32071,0.12,146,6414,53,Haryana
24-03-2023,March,2023,Flats,Nike,6,34,4744,0.15,712,24194,137099,0.12,569,19355,64,Pune
24-03-2023,March,2023,Boots,Sketchers,11,20,5926,0.25,1481,29630,88888,0.12,711,14222,114,Pune
24-03-2023,March,2023,Sneakers,Nike,10,28,5448,0.15,817,22882,129663,0.12,654,18305,58,Pune
24-03-2023,March,2023,Sandals,Bata,7,49,4472,0.3,1342,65740,153394,0.12,537,26296,193,Mumbai
25-03-2023,March,2023,Flats,Paragon,9,34,1094,0.4,438,14878,22317,0.12,131,4464,123,Mumbai
25-03-2023,March,2023,Flats,Paragon,6,34,1469,0.4,588,19977,29965,0.12,176,5993,130,Pune
25-03-2023,March,2023,Flats,Nike,6,26,5437,0.15,816,21205,120159,0.12,652,16964,163,Mumbai
25-03-2023,March,2023,Heels,Puma,10,33,5653,0.2,1131,37310,149242,0.12,678,22386,100,Pune
25-03-2023,March,2023,Flats,Paragon,7,28,1622,0.4,649,18167,27250,0.12,195,5450,69,Pune
25-03-2023,March,2023,Sneakers,Adidas,10,42,2955,0.15,443,18615,105488,0.12,355,14892,159,Delhi
25-03-2023,March,2023,Sandals,Paragon,8,18,902,0.4,361,6497,9745,0.12,108,1949,51,Delhi
25-03-2023,March,2023,Sandals,Bata,10,19,1160,0.3,348,6611,15425,0.12,139,2644,63,Mumbai
25-03-2023,March,2023,Flats,Paragon,9,29,1726,0.4,691,20026,30039,0.12,207,6008,190,Pune
25-03-2023,March,2023,Sandals,Nike,10,30,9305,0.15,1396,41871,237271,0.12,1117,33497,183,Delhi
26-03-2023,March,2023,Flats,Woodland,7,36,5258,0.2,1052,37861,151444,0.12,631,22717,73,Mumbai
26-03-2023,March,2023,Sandals,Puma,7,31,3321,0.2,664,20589,82358,0.12,398,12354,105,Mumbai
26-03-2023,March,2023,Flats,Paragon,9,40,2992,0.4,1197,47865,71798,0.12,359,14360,3,Mumbai
26-03-2023,March,2023,Sneakers,Paragon,8,38,1101,0.4,440,16733,25100,0.12,132,5020,112,Pune
26-03-2023,March,2023,Sneakers,Paragon,8,34,2790,0.4,1116,37942,56913,0.12,335,11383,148,Delhi
26-03-2023,March,2023,Sandals,Paragon,10,28,562,0.4,225,6292,9438,0.12,67,1887,145,Pune
26-03-2023,March,2023,Flats,Woodland,8,41,2263,0.2,453,18557,74230,0.12,272,11134,99,Pune
26-03-2023,March,2023,Sandals,Woodland,6,16,3004,0.2,601,9614,38456,0.12,361,5768,187,Mumbai
26-03-2023,March,2023,Flats,Nike,10,14,5529,0.15,829,11612,65800,0.12,664,9289,104,Pune
26-03-2023,March,2023,Heels,Paragon,8,16,1014,0.4,406,6489,9734,0.12,122,1947,161,Mumbai
26-03-2023,March,2023,Flats,Nike,10,19,3285,0.15,493,9362,53053,0.12,394,7490,134,Mumbai
26-03-2023,March,2023,Sneakers,Nike,6,13,5136,0.15,770,10015,56752,0.12,616,8012,192,Delhi
27-03-2023,March,2023,Flats,Puma,8,36,3634,0.2,727,26166,104664,0.12,436,15700,153,Pune
27-03-2023,March,2023,Sandals,Bata,6,34,3693,0.3,1108,37671,87898,0.12,443,15068,51,Pune
27-03-2023,March,2023,Flats,Paragon,9,14,2390,0.4,956,13383,20075,0.12,287,4015,61,Pune
27-03-2023,March,2023,Flats,Nike,8,42,4274,0.15,641,26924,152569,0.12,513,21539,127,Pune
28-03-2023,March,2023,Sneakers,Reebok,11,38,4288,0.2,858,32593,130370,0.12,515,19556,57,Pune
28-03-2023,March,2023,Sandals,Adidas,9,24,3091,0.15,464,11128,63057,0.12,371,8902,189,Mumbai
28-03-2023,March,2023,Sandals,Paragon,7,29,2193,0.4,877,25441,38162,0.12,263,7633,145,Mumbai
28-03-2023,March,2023,Sneakers,Paragon,9,19,808,0.4,323,6142,9212,0.12,97,1842,196,Delhi
28-03-2023,March,2023,Flats,Bata,9,45,4788,0.3,1436,64637,150819,0.12,575,25855,103,Mumbai
28-03-2023,March,2023,Flats,Paragon,10,32,1029,0.4,412,13176,19763,0.12,124,3953,181,Pune
28-03-2023,March,2023,Sneakers,Adidas,7,24,6935,0.15,1040,24966,141476,0.12,832,19973,99,Delhi
28-03-2023,March,2023,Sneakers,Adidas,10,46,8818,0.15,1323,60844,344784,0.12,1058,48675,190,Mumbai
28-03-2023,March,2023,Sandals,Paragon,9,14,1227,0.4,491,6869,10304,0.12,147,2061,114,Delhi
29-03-2023,March,2023,Boots,Paragon,9,41,2879,0.4,1152,47213,70820,0.12,345,14164,82,Mumbai
29-03-2023,March,2023,Flats,Paragon,7,16,1213,0.4,485,7762,11643,0.12,146,2329,99,Delhi
29-03-2023,March,2023,Sandals,Liberty,8,31,2041,0.4,816,25307,37960,0.12,245,7592,199,Mumbai
29-03-2023,March,2023,Sneakers,Paragon,9,33,2519,0.4,1008,33254,49881,0.12,302,9976,93,Haryana
30-03-2023,March,2023,Sandals,Puma,7,37,3022,0.2,604,22361,89443,0.12,363,13417,84,Mumbai
30-03-2023,March,2023,Flats,Paragon,8,40,1657,0.4,663,26514,39771,0.12,199,7954,128,Mumbai
30-03-2023,March,2023,Sandals,Paragon,7,21,2114,0.4,846,17757,26635,0.12,254,5327,121,Delhi
30-03-2023,March,2023,Heels,Adidas,9,22,4106,0.15,616,13549,76780,0.12,493,10840,69,Pune
31-03-2023,March,2023,Sneakers,Nike,9,50,3374,0.15,506,25308,143409,0.12,405,20246,198,Pune
31-03-2023,March,2023,Sandals,Metro,9,23,4625,0.3,1388,31914,74466,0.12,555,12766,116,Pune
31-03-2023,March,2023,Flats,Paragon,9,19,1415,0.4,566,10751,16126,0.12,170,3225,200,Delhi
31-03-2023,March,2023,Flats,Reebok,7,39,5007,0.2,1001,39053,156210,0.12,601,23432,151,Delhi
31-03-2023,March,2023,Sandals,Woodland,6,25,7088,0.2,1418,35440,141758,0.12,851,21264,92,Pune
31-03-2023,March,2023,Flats,Woodland,7,38,2955,0.2,591,22461,89842,0.12,355,13476,194,Pune
31-03-2023,March,2023,Flats,Adidas,10,40,9513,0.15,1427,57080,323456,0.12,1142,45664,106,Delhi
31-03-2023,March,2023,Flats,Liberty,7,14,1161,0.4,464,6501,9751,0.12,139,1950,60,Delhi
31-03-2023,March,2023,Flats,Adidas,9,33,5105,0.15,766,25268,143188,0.12,613,20215,61,Haryana
31-03-2023,March,2023,Sneakers,Paragon,8,16,2259,0.4,904,14460,21690,0.12,271,4338,120,Pune
01-04-2023,April,2023,Sandals,Paragon,9,46,935,0.4,374,17197,25795,0.12,112,5159,146,Pune
01-04-2023,April,2023,Sandals,Paragon,10,14,1792,0.4,717,10033,15050,0.12,215,3010,107,Mumbai
01-04-2023,April,2023,Flats,Bata,8,32,2947,0.3,884,28296,66023,0.12,354,11318,51,Haryana
01-04-2023,April,2023,Flats,Adidas,8,20,3840,0.15,576,11520,65279,0.12,461,9216,121,Pune
01-04-2023,April,2023,Boots,Adidas,7,20,4898,0.15,735,14693,83262,0.12,588,11755,80,Mumbai
01-04-2023,April,2023,Flats,Puma,8,31,5461,0.2,1092,33861,135443,0.12,655,20316,172,Haryana
01-04-2023,April,2023,Sandals,Adidas,9,20,7178,0.15,1077,21534,122027,0.12,861,17227,55,Haryana
01-04-2023,April,2023,Boots,Nike,7,46,10108,0.15,1516,69747,395229,0.12,1213,55797,181,Delhi
01-04-2023,April,2023,Sneakers,Paragon,7,13,916,0.4,366,4762,7144,0.12,110,1429,182,Delhi
01-04-2023,April,2023,Sandals,Paragon,9,50,547,0.4,219,10931,16396,0.12,66,3280,122,Mumbai
01-04-2023,April,2023,Sneakers,Adidas,8,48,9942,0.15,1491,71584,405642,0.12,1193,57267,93,Haryana
01-04-2023,April,2023,Boots,Bata,9,19,4178,0.3,1254,23817,55573,0.12,501,9527,96,Mumbai
02-04-2023,April,2023,Flats,Woodland,8,20,6345,0.2,1269,25380,101522,0.12,761,15228,166,Mumbai
02-04-2023,April,2023,Flats,Paragon,6,24,1446,0.4,578,13877,20816,0.12,173,4163,77,Delhi
02-04-2023,April,2023,Sneakers,Adidas,9,42,7475,0.15,1121,47092,266855,0.12,897,37674,74,Delhi
02-04-2023,April,2023,Sneakers,Liberty,9,48,598,0.4,239,11474,17210,0.12,72,3442,178,Pune
02-04-2023,April,2023,Flats,Nike,6,40,10913,0.15,1637,65476,371032,0.12,1310,52381,188,Pune
02-04-2023,April,2023,Heels,Nike,11,37,9265,0.15,1390,51418,291369,0.12,1112,41134,61,Mumbai
02-04-2023,April,2023,Flats,Woodland,8,24,7631,0.2,1526,36627,146506,0.12,916,21976,147,Haryana
02-04-2023,April,2023,Sandals,Paragon,10,46,744,0.4,298,13695,20542,0.12,89,4108,115,Delhi
02-04-2023,April,2023,Sandals,Metro,7,15,2133,0.3,640,9599,22397,0.12,256,3840,154,Pune
02-04-2023,April,2023,Sandals,Adidas,6,10,6624,0.15,994,9936,56303,0.12,795,7949,183,Delhi
02-04-2023,April,2023,Sneakers,Bata,10,23,3751,0.3,1125,25882,60392,0.12,450,10353,154,Mumbai
02-04-2023,April,2023,Sandals,Nike,7,37,10819,0.15,1623,60045,340255,0.12,1298,48036,116,Delhi
02-04-2023,April,2023,Heels,Paragon,8,46,1414,0.4,566,26019,39030,0.12,170,7806,151,Delhi
02-04-2023,April,2023,Flats,Adidas,8,45,8270,0.15,1241,55825,316339,0.12,992,44660,95,Haryana
03-04-2023,April,2023,Flats,Paragon,9,26,2971,0.4,1189,30901,46352,0.12,357,9270,138,Pune
03-04-2023,April,2023,Flats,Paragon,8,18,2638,0.4,1055,18990,28485,0.12,316,5697,80,Pune
03-04-2023,April,2023,Flats,Puma,8,20,2052,0.2,410,8206,32824,0.12,246,4924,152,Pune
03-04-2023,April,2023,Flats,Bata,9,49,3788,0.3,1136,55687,129936,0.12,455,22275,63,Mumbai
03-04-2023,April,2023,Sneakers,Bata,10,10,4217,0.3,1265,12652,29522,0.12,506,5061,170,Delhi
03-04-2023,April,2023,Flats,Bata,6,14,2052,0.3,616,8620,20113,0.12,246,3448,70,Mumbai
04-04-2023,April,2023,Sneakers,Paragon,8,35,2035,0.4,814,28489,42733,0.12,244,8547,123,Pune
04-04-2023,April,2023,Flats,Paragon,6,21,2101,0.4,840,17646,26469,0.12,252,5294,52,Haryana
04-04-2023,April,2023,Boots,Paragon,9,28,987,0.4,395,11053,16579,0.12,118,3316,180,Pune
04-04-2023,April,2023,Flats,Paragon,7,49,924,0.4,369,18105,27157,0.12,111,5432,142,Delhi
04-04-2023,April,2023,Boots,Paragon,6,20,717,0.4,287,5737,8605,0.12,86,1721,152,Delhi
04-04-2023,April,2023,Sandals,Paragon,8,35,1965,0.4,786,27513,41269,0.12,236,8254,53,Pune
04-04-2023,April,2023,Flats,Paragon,6,15,1874,0.4,750,11244,16866,0.12,225,3373,193,Mumbai
04-04-2023,April,2023,Flats,Bata,8,27,1905,0.3,572,15432,36008,0.12,229,6173,5,Delhi
04-04-2023,April,2023,Sandals,Paragon,6,26,938,0.4,375,9751,14626,0.12,113,2925,77,Pune
05-04-2023,April,2023,Sneakers,Woodland,8,31,7682,0.2,1536,47629,190516,0.12,922,28577,115,Pune
05-04-2023,April,2023,Flats,Paragon,8,38,2915,0.4,1166,44310,66465,0.12,350,13293,173,Pune
05-04-2023,April,2023,Flats,Puma,11,31,6787,0.2,1357,42078,168313,0.12,814,25247,167,Haryana
05-04-2023,April,2023,Flats,Nike,9,17,6094,0.15,914,15539,88056,0.12,731,12431,106,Mumbai
05-04-2023,April,2023,Flats,Paragon,7,30,1531,0.4,612,18373,27559,0.12,184,5512,182,Mumbai
05-04-2023,April,2023,Flats,Nike,10,26,5979,0.15,897,23318,132138,0.12,717,18655,152,Delhi
05-04-2023,April,2023,Flats,Paragon,8,14,1886,0.4,755,10564,15846,0.12,226,3169,171,Delhi
05-04-2023,April,2023,Sandals,Bata,7,46,2076,0.3,623,28653,66857,0.12,249,11461,98,Mumbai
06-04-2023,April,2023,Flats,Adidas,7,25,8982,0.15,1347,33682,190866,0.12,1078,26946,108,Delhi
06-04-2023,April,2023,Boots,Puma,9,32,2358,0.2,472,15091,60364,0.12,283,9055,80,Delhi
06-04-2023,April,2023,Sneakers,Paragon,10,41,2035,0.4,814,33367,50050,0.12,244,10010,188,Mumbai
06-04-2023,April,2023,Sneakers,Liberty,8,49,1289,0.4,515,25256,37883,0.12,155,7576,120,Pune
06-04-2023,April,2023,Sandals,Adidas,11,42,4242,0.15,636,26725,151444,0.12,509,21381,197,Delhi
06-04-2023,April,2023,Sneakers,Nike,9,37,8740,0.15,1311,48506,274868,0.12,1049,38805,58,Pune
06-04-2023,April,2023,Flats,Bata,8,21,2829,0.3,849,17821,41583,0.12,339,7128,182,Delhi
07-04-2023,April,2023,Sandals,Paragon,6,10,2185,0.4,874,8741,13112,0.12,262,2622,198,Mumbai
07-04-2023,April,2023,Sneakers,Bata,8,49,4447,0.3,1334,65376,152545,0.12,534,26150,190,Delhi
07-04-2023,April,2023,Sandals,Puma,8,40,6772,0.2,1354,54175,216701,0.12,813,32505,143,Mumbai
07-04-2023,April,2023,Sneakers,Liberty,8,23,1548,0.4,619,14239,21359,0.12,186,4272,145,Mumbai
07-04-2023,April,2023,Sandals,Bata,8,38,1720,0.3,516,19603,45740,0.12,206,7841,197,Delhi
07-04-2023,April,2023,Flats,Puma,7,27,5922,0.2,1184,31982,127925,0.12,711,19189,160,Pune
07-04-2023,April,2023,Heels,Bata,7,19,4200,0.3,1260,23941,55862,0.12,504,9576,88,Mumbai
07-04-2023,April,2023,Sandals,Nike,7,36,8995,0.15,1349,48574,275252,0.12,1079,38859,182,Pune
07-04-2023,April,2023,Flats,Paragon,8,41,1250,0.4,500,20502,30752,0.12,150,6150,195,Pune
08-04-2023,April,2023,Sandals,Nike,10,20,3720,0.15,558,11161,63247,0.12,446,8929,171,Delhi
08-04-2023,April,2023,Heels,Paragon,7,38,2361,0.4,945,35894,53842,0.12,283,10768,142,Delhi
08-04-2023,April,2023,Sandals,Paragon,9,26,1360,0.4,544,14148,21221,0.12,163,4244,81,Haryana
08-04-2023,April,2023,Sandals,Paragon,9,22,1942,0.4,777,17091,25636,0.12,233,5127,187,Pune
08-04-2023,April,2023,Sneakers,Metro,8,32,2300,0.3,690,22084,51528,0.12,276,8833,174,Pune
08-04-2023,April,2023,Flats,Paragon,8,15,1453,0.4,581,8716,13074,0.12,174,2615,168,Mumbai
08-04-2023,April,2023,Flats,Adidas,7,50,8462,0.15,1269,63463,359624,0.12,1015,50770,157,Mumbai
08-04-2023,April,2023,Flats,Paragon,9,35,2622,0.4,1049,36712,55067,0.12,315,11013,70,Delhi
08-04-2023,April,2023,Sneakers,Bata,7,30,2268,0.3,680,20408,47618,0.12,272,8163,118,Mumbai
08-04-2023,April,2023,Flats,Paragon,8,27,2719,0.4,1088,29368,44052,0.12,326,8810,142,Mumbai
09-04-2023,April,2023,Flats,Woodland,8,36,3004,0.2,601,21628,86513,0.12,360,12977,82,Delhi
09-04-2023,April,2023,Flats,Puma,10,26,6672,0.2,1334,34696,138786,0.12,801,20818,70,Mumbai
09-04-2023,April,2023,Boots,Adidas,8,16,2764,0.15,415,6635,37596,0.12,332,5308,190,Haryana
09-04-2023,April,2023,Sneakers,Nike,11,35,9288,0.15,1393,48761,276312,0.12,1115,39009,76,Delhi
09-04-2023,April,2023,Sandals,Paragon,7,15,2137,0.4,855,12822,19234,0.12,256,3847,129,Mumbai
09-04-2023,April,2023,Boots,Puma,10,28,3937,0.2,787,22049,88197,0.12,472,13230,83,Delhi
09-04-2023,April,2023,Flats,Adidas,6,12,7308,0.15,1096,13155,74546,0.12,877,10524,171,Mumbai
09-04-2023,April,2023,Sandals,Paragon,8,45,1612,0.4,645,29018,43527,0.12,193,8705,188,Mumbai
09-04-2023,April,2023,Sneakers,Paragon,9,39,2078,0.4,831,32411,48616,0.12,249,9723,194,Pune
09-04-2023,April,2023,Sandals,Woodland,10,50,5203,0.2,1041,52027,208108,0.12,624,31216,173,Mumbai
09-04-2023,April,2023,Flats,Puma,6,38,3193,0.2,639,24269,97076,0.12,383,14561,116,Haryana
09-04-2023,April,2023,Sneakers,Reebok,6,10,5140,0.2,1028,10280,41119,0.12,617,6168,84,Mumbai
09-04-2023,April,2023,Sandals,Reebok,9,44,2050,0.2,410,18039,72156,0.12,246,10824,172,Haryana
09-04-2023,April,2023,Sandals,Nike,11,37,12576,0.15,1886,69795,395502,0.12,1509,55836,109,Pune
10-04-2023,April,2023,Flats,Bata,7,36,4529,0.3,1359,48910,114122,0.12,543,19564,151,Haryana
10-04-2023,April,2023,Boots,Adidas,10,34,8627,0.15,1294,44000,249332,0.12,1035,35200,117,Delhi
10-04-2023,April,2023,Sneakers,Bata,10,25,3066,0.3,920,22998,53663,0.12,368,9199,119,Pune
10-04-2023,April,2023,Sandals,Paragon,10,44,2522,0.4,1009,44388,66581,0.12,303,13316,98,Haryana
11-04-2023,April,2023,Sneakers,Adidas,8,17,7095,0.15,1064,18093,102525,0.12,851,14474,165,Pune
11-04-2023,April,2023,Sandals,Paragon,9,41,969,0.4,388,15899,23849,0.12,116,4770,88,Delhi
11-04-2023,April,2023,Sneakers,Paragon,6,21,2931,0.4,1172,24619,36928,0.12,352,7386,118,Mumbai
11-04-2023,April,2023,Sneakers,Paragon,8,10,1082,0.4,433,4328,6492,0.12,130,1298,53,Delhi
11-04-2023,April,2023,Sandals,Adidas,8,36,4493,0.15,674,24260,137474,0.12,539,19408,145,Haryana
11-04-2023,April,2023,Sandals,Paragon,6,31,701,0.4,280,8687,13031,0.12,84,2606,87,Mumbai
11-04-2023,April,2023,Sneakers,Sketchers,11,35,1821,0.25,455,15936,47807,0.12,219,7649,7,Haryana
12-04-2023,April,2023,Heels,Sketchers,8,10,2049,0.25,512,5122,15366,0.12,246,2459,113,Mumbai
12-04-2023,April,2023,Sandals,Metro,8,25,3950,0.3,1185,29628,69134,0.12,474,11852,100,Delhi
12-04-2023,April,2023,Sandals,Paragon,11,16,1803,0.4,721,11538,17307,0.12,216,3461,171,Delhi
12-04-2023,April,2023,Sandals,Paragon,8,30,897,0.4,359,10758,16138,0.12,108,3227,60,Mumbai
12-04-2023,April,2023,Flats,Paragon,9,17,1133,0.4,453,7706,11559,0.12,136,2312,126,Pune
13-04-2023,April,2023,Sandals,Nike,10,23,14679,0.15,2202,50643,286980,0.12,1762,40515,161,Delhi
13-04-2023,April,2023,Sandals,Nike,7,27,10016,0.15,1502,40566,229876,0.12,1202,32453,112,Mumbai
13-04-2023,April,2023,Sneakers,Nike,9,40,11261,0.15,1689,67565,382870,0.12,1351,54052,145,Delhi
13-04-2023,April,2023,Flats,Nike,7,20,8999,0.15,1350,26997,152984,0.12,1080,21598,136,Pune
13-04-2023,April,2023,Flats,Paragon,6,13,1389,0.4,556,7222,10833,0.12,167,2166,187,Delhi
14-04-2023,April,2023,Sneakers,Liberty,7,30,2954,0.4,1182,35450,53175,0.12,354,10635,138,Pune
14-04-2023,April,2023,Flats,Bata,10,22,1085,0.3,326,7164,16715,0.12,130,2866,141,Mumbai
14-04-2023,April,2023,Flats,Adidas,8,12,5882,0.15,882,10588,60001,0.12,706,8471,193,Haryana
14-04-2023,April,2023,Sandals,Paragon,10,41,974,0.4,390,15981,23971,0.12,117,4794,189,Delhi
14-04-2023,April,2023,Sandals,Bata,10,39,2101,0.3,630,24585,57365,0.12,252,9834,191,Pune
14-04-2023,April,2023,Sneakers,Nike,9,19,8393,0.15,1259,23919,135541,0.12,1007,19135,188,Delhi
14-04-2023,April,2023,Sandals,Bata,6,50,3024,0.3,907,45358,105834,0.12,363,18143,97,Mumbai
14-04-2023,April,2023,Sneakers,Paragon,8,49,1097,0.4,439,21501,32251,0.12,132,6450,66,Mumbai
15-04-2023,April,2023,Flats,Bata,7,43,3733,0.3,1120,48154,112360,0.12,448,19262,191,Mumbai
15-04-2023,April,2023,Sneakers,Paragon,8,30,1525,0.4,610,18294,27441,0.12,183,5488,78,Mumbai
15-04-2023,April,2023,Sneakers,Woodland,10,14,2263,0.2,453,6335,25342,0.12,272,3801,95,Delhi
15-04-2023,April,2023,Heels,Nike,7,16,8824,0.15,1324,21179,120012,0.12,1059,16943,58,Delhi
15-04-2023,April,2023,Flats,Paragon,8,41,1815,0.4,726,29759,44638,0.12,218,8928,115,Mumbai
15-04-2023,April,2023,Sneakers,Bata,7,48,3871,0.3,1161,55748,130079,0.12,465,22299,103,Delhi
15-04-2023,April,2023,Flats,Liberty,6,39,2503,0.4,1001,39040,58560,0.12,300,11712,142,Delhi
15-04-2023,April,2023,Flats,Paragon,8,33,2486,0.4,994,32810,49215,0.12,298,9843,118,Delhi
15-04-2023,April,2023,Flats,Nike,10,14,13013,0.15,1952,27328,154860,0.12,1562,21863,105,Delhi
15-04-2023,April,2023,Flats,Nike,7,24,9380,0.15,1407,33768,191351,0.12,1126,27014,99,Delhi
15-04-2023,April,2023,Flats,Paragon,7,46,2063,0.4,825,37965,56948,0.12,248,11390,192,Delhi
15-04-2023,April,2023,Flats,Paragon,8,16,2416,0.4,966,15460,23191,0.12,290,4638,141,Pune
16-04-2023,April,2023,Sandals,Paragon,10,37,2707,0.4,1083,40064,60097,0.12,325,12019,96,Delhi
16-04-2023,April,2023,Flats,Bata,9,31,3630,0.3,1089,33760,78774,0.12,436,13504,163,Pune
16-04-2023,April,2023,Sandals,Bata,9,30,4379,0.3,1314,39415,91968,0.12,526,15766,160,Haryana
16-04-2023,April,2023,Heels,Paragon,8,48,1102,0.4,441,21155,31732,0.12,132,6347,104,Pune
16-04-2023,April,2023,Sandals,Metro,9,26,2440,0.3,732,19032,44409,0.12,293,7613,164,Haryana
16-04-2023,April,2023,Sandals,Nike,10,12,14795,0.15,2219,26632,150914,0.12,1775,21306,54,Pune
16-04-2023,April,2023,Flats,Adidas,8,10,4403,0.15,660,6604,37423,0.12,528,5283,104,Delhi
16-04-2023,April,2023,Heels,Bata,6,27,4676,0.3,1403,37879,88385,0.12,561,15152,192,Pune
16-04-2023,April,2023,Flats,Paragon,7,16,594,0.4,238,3804,5706,0.12,71,1141,89,Mumbai
16-04-2023,April,2023,Sneakers,Sketchers,8,47,2624,0.25,656,30836,92509,0.12,315,14801,126,Delhi
16-04-2023,April,2023,Sneakers,Paragon,8,46,2795,0.4,1118,51422,77134,0.12,335,15427,69,Mumbai
16-04-2023,April,2023,Flats,Bata,9,21,2953,0.3,886,18605,43411,0.12,354,7442,197,Mumbai
16-04-2023,April,2023,Heels,Nike,9,29,3448,0.15,517,15001,85005,0.12,414,12001,147,Pune
16-04-2023,April,2023,Sneakers,Metro,6,31,2392,0.3,718,22243,51900,0.12,287,8897,156,Haryana
17-04-2023,April,2023,Heels,Metro,7,48,4715,0.3,1414,67890,158411,0.12,566,27156,147,Pune
17-04-2023,April,2023,Sneakers,Reebok,9,12,3916,0.2,783,9398,37593,0.12,470,5639,88,Pune
17-04-2023,April,2023,Sandals,Woodland,10,24,2919,0.2,584,14012,56048,0.12,350,8407,150,Pune
17-04-2023,April,2023,Sandals,Metro,9,46,3019,0.3,906,41661,97209,0.12,362,16664,160,Delhi
18-04-2023,April,2023,Flats,Bata,7,18,2345,0.3,703,12661,29543,0.12,281,5064,196,Haryana
18-04-2023,April,2023,Flats,Nike,9,35,6151,0.15,923,32291,182983,0.12,738,25833,178,Mumbai
18-04-2023,April,2023,Sandals,Metro,10,18,4048,0.3,1214,21860,51006,0.12,486,8744,193,Haryana
18-04-2023,April,2023,Boots,Liberty,8,46,990,0.4,396,18221,27331,0.12,119,5466,184,Pune
18-04-2023,April,2023,Boots,Puma,6,27,5772,0.2,1154,31170,124681,0.12,693,18702,197,Mumbai
18-04-2023,April,2023,Sneakers,Nike,10,36,8082,0.15,1212,43645,247324,0.12,970,34916,98,Mumbai
18-04-2023,April,2023,Sandals,Bata,9,11,4079,0.3,1224,13460,31406,0.12,489,5384,139,Delhi
18-04-2023,April,2023,Flats,Bata,9,19,2762,0.3,829,15743,36733,0.12,331,6297,101,Delhi
19-04-2023,April,2023,Sneakers,Metro,10,15,1449,0.3,435,6523,15220,0.12,174,2609,112,Delhi
19-04-2023,April,2023,Flats,Adidas,8,10,4746,0.15,712,7119,40342,0.12,570,5695,128,Delhi
19-04-2023,April,2023,Sandals,Liberty,6,31,1023,0.4,409,12679,19019,0.12,123,3804,104,Pune
19-04-2023,April,2023,Boots,Paragon,9,26,1872,0.4,749,19469,29203,0.12,225,5841,7,Pune
19-04-2023,April,2023,Flats,Paragon,10,11,1442,0.4,577,6343,9514,0.12,173,1903,184,Pune
19-04-2023,April,2023,Sneakers,Sketchers,7,13,2778,0.25,695,9029,27086,0.12,333,4334,119,Mumbai
20-04-2023,April,2023,Sandals,Paragon,6,14,1472,0.4,589,8241,12362,0.12,177,2472,142,Delhi
20-04-2023,April,2023,Heels,Nike,6,28,13409,0.15,2011,56318,319133,0.12,1609,45054,148,Pune
